Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python3.10, 2to3, 5,983.522399902343750000, 3.070678710937500000,  ,  , 160638, 40.8, 43792
Python3.10, 2to3, 5,982.516113281250000000, 3.078735351562500000,  ,  , 160505, 41.0, 43784
Python3.10, 2to3, 5,982.511474609375000000, 3.093505859375000000,  ,  , 160519, 41.2, 43788
Python3.10, 2to3, 5,982.474731445312500000, 3.165771484375000000,  ,  , 160499, 41.2, 43920
Python3.10, 2to3, 5,982.343933105468750000, 3.093017578125000000,  ,  , 160538, 41.2, 43916
Python3.10, 2to3, 5,982.502319335937500000, 2.916320800781250000,  ,  , 160517, 41.2, 43916
Python3.10, 2to3, 5,982.242736816406250000, 3.099243164062500000,  ,  , 160438, 41.0, 43792
Python3.10, 2to3, 5,983.062316894531250000, 3.018005371093750000,  ,  , 160554, 40.8, 43660
Python3.10, 2to3, 5,1045.556945800781250000, 56.963317871093750000,  ,  , 161714, 42.8, 43788
Python3.7, 2to3, 5,1058.725585937500000000, 3.380798339843750000,  ,  , 172785, 41.2, 44936
Python3.7, 2to3, 5,1059.329956054687500000, 3.523193359375000000,  ,  , 172860, 41.5, 44912
Python3.7, 2to3, 5,1059.554565429687500000, 3.622802734375000000,  ,  , 172883, 41.2, 45056
Python3.7, 2to3, 5,1058.946044921875000000, 3.413085937500000000,  ,  , 172853, 41.2, 44912
Python3.7, 2to3, 5,1060.425842285156250000, 3.318054199218750000,  ,  , 173111, 40.8, 44744
Python3.7, 2to3, 5,1058.130493164062500000, 3.529174804687500000,  ,  , 172666, 40.8, 45060
Python3.7, 2to3, 5,1059.013183593750000000, 3.562805175781250000,  ,  , 172842, 41.2, 44928
Python3.7, 2to3, 5,1058.524230957031250000, 3.466735839843750000,  ,  , 172826, 40.8, 44928
Python3.7, 2to3, 5,1058.930908203125000000, 3.516906738281250000,  ,  , 172860, 41.2, 45056
Python3.7, 2to3, 5,1059.777893066406250000, 3.452453613281250000,  ,  , 173007, 41.5, 45056
Python3.8, 2to3, 5,1039.280700683593750000, 3.341003417968750000,  ,  , 169639, 41.2, 43996
Python3.8, 2to3, 5,1040.190979003906250000, 3.488281250000000000,  ,  , 169749, 41.0, 43996
Python3.8, 2to3, 5,1039.521545410156250000, 3.628845214843750000,  ,  , 169628, 40.8, 44120
Python3.8, 2to3, 5,1038.946838378906250000, 3.443847656250000000,  ,  , 169627, 41.0, 43996
Python3.8, 2to3, 5,1040.584838867187500000, 3.470031738281250000,  ,  , 169850, 41.0, 44124
Python3.8, 2to3, 5,1040.192932128906250000, 3.482482910156250000,  ,  , 169803, 41.2, 43996
Python3.8, 2to3, 5,1040.635192871093750000, 3.450012207031250000,  ,  , 169887, 40.8, 44128
Python3.8, 2to3, 5,1039.435546875000000000, 3.413818359375000000,  ,  , 169724, 41.0, 44124
Python3.8, 2to3, 5,1039.273559570312500000, 3.373413085937500000,  ,  , 169693, 40.8, 44124
Python3.8, 2to3, 5,1042.526977539062500000, 4.222412109375000000,  ,  , 170074, 41.0, 43992
Python3.10, 2to3, 10,562.683532714843750000, 215.653076171875000000,  ,  , 56469, 45.8, 43916
Python3.10, 2to3, 10,562.452819824218750000, 215.501892089843750000,  ,  , 56448, 45.2, 43792
Python3.10, 2to3, 10,563.299316406250000000, 215.728393554687500000,  ,  , 56533, 46.0, 44044
Python3.10, 2to3, 10,562.103698730468750000, 215.125061035156250000,  ,  , 56409, 45.8, 43916
Python3.10, 2to3, 10,561.393493652343750000, 214.904785156250000000,  ,  , 56337, 46.2, 43796
Python3.10, 2to3, 10,562.223022460937500000, 215.028381347656250000,  ,  , 56450, 45.5, 44040
Python3.10, 2to3, 10,562.313720703125000000, 215.410827636718750000,  ,  , 56429, 46.2, 43928
Python3.10, 2to3, 10,562.414550781250000000, 215.366271972656250000,  ,  , 56440, 46.0, 43916
Python3.10, 2to3, 10,562.418090820312500000, 215.203857421875000000,  ,  , 56441, 46.2, 43792
Python3.10, 2to3, 10,561.530273437500000000, 214.535583496093750000,  ,  , 56383, 45.8, 43792
Python3.7, 2to3, 10,606.816467285156250000, 231.901550292968750000,  ,  , 60919, 45.5, 45056
Python3.7, 2to3, 10,605.930908203125000000, 231.799621582031250000,  ,  , 60828, 46.8, 45056
Python3.7, 2to3, 10,605.783691406250000000, 232.057067871093750000,  ,  , 60791, 46.2, 45060
Python3.7, 2to3, 10,605.905822753906250000, 232.110717773437500000,  ,  , 60803, 46.0, 44932
Python3.7, 2to3, 10,606.375671386718750000, 232.205444335937500000,  ,  , 60850, 46.5, 45060
Python3.7, 2to3, 10,606.465576171875000000, 232.108276367187500000,  ,  , 60861, 46.5, 45056
Python3.7, 2to3, 10,607.354309082031250000, 232.473510742187500000,  ,  , 60949, 46.0, 44932
Python3.7, 2to3, 10,607.224487304687500000, 232.207580566406250000,  ,  , 60935, 46.0, 45056
Python3.7, 2to3, 10,606.162353515625000000, 231.729003906250000000,  ,  , 60868, 46.0, 44932
Python3.7, 2to3, 10,606.270935058593750000, 231.913513183593750000,  ,  , 60841, 46.5, 45012
Python3.8, 2to3, 10,593.833068847656250000, 227.661315917968750000,  ,  , 59594, 46.8, 43996
Python3.8, 2to3, 10,593.791931152343750000, 227.584228515625000000,  ,  , 59588, 47.0, 44124
Python3.8, 2to3, 10,592.988159179687500000, 227.475524902343750000,  ,  , 59511, 47.2, 43992
Python3.8, 2to3, 10,593.719421386718750000, 227.526428222656250000,  ,  , 59582, 46.2, 43996
Python3.8, 2to3, 10,593.958068847656250000, 227.636169433593750000,  ,  , 59610, 47.0, 43992
Python3.8, 2to3, 10,594.459167480468750000, 227.699829101562500000,  ,  , 59655, 47.2, 44124
Python3.8, 2to3, 10,595.851989746093750000, 226.636962890625000000,  ,  , 59796, 46.8, 44124
Python3.8, 2to3, 10,594.149414062500000000, 227.646911621093750000,  ,  , 59626, 45.5, 44124
Python3.8, 2to3, 10,594.139709472656250000, 227.653991699218750000,  ,  , 59627, 46.0, 43992
Python3.8, 2to3, 10,594.367553710937500000, 227.669860839843750000,  ,  , 59648, 45.8, 44124
Python3.10, 2to3, 25,843.452819824218750000, 631.770996093750000000,  ,  , 33997, 62.0, 43784
Python3.10, 2to3, 25,843.783447265625000000, 632.266967773437500000,  ,  , 34007, 61.8, 44044
Python3.10, 2to3, 25,843.324035644531250000, 631.806030273437500000,  ,  , 33992, 61.2, 43788
Python3.10, 2to3, 25,843.248291015625000000, 632.080749511718750000,  ,  , 33994, 59.5, 43916
Python3.10, 2to3, 25,844.001159667968750000, 632.987487792968750000,  ,  , 34014, 59.0, 43924
Python3.10, 2to3, 25,843.185913085937500000, 632.378723144531250000,  ,  , 33980, 59.2, 43792
Python3.10, 2to3, 25,841.715332031250000000, 631.204162597656250000,  ,  , 33934, 61.2, 43796
Python3.10, 2to3, 25,842.807128906250000000, 632.032592773437500000,  ,  , 33959, 62.2, 43920
Python3.10, 2to3, 25,842.494384765625000000, 631.992736816406250000,  ,  , 33956, 61.5, 43792
Python3.10, 2to3, 25,840.914245605468750000, 631.151367187500000000,  ,  , 33901, 62.0, 43784
Python3.7, 2to3, 25,907.674255371093750000, 680.962707519531250000,  ,  , 36597, 62.5, 45060
Python3.7, 2to3, 25,910.556335449218750000, 682.918640136718750000,  ,  , 36701, 62.8, 44872
Python3.7, 2to3, 25,911.018066406250000000, 683.606140136718750000,  ,  , 36715, 60.5, 45060
Python3.7, 2to3, 25,909.613769531250000000, 682.557067871093750000,  ,  , 36666, 61.5, 44932
Python3.7, 2to3, 25,910.368408203125000000, 682.949462890625000000,  ,  , 36688, 61.0, 45060
Python3.7, 2to3, 25,910.351562500000000000, 682.823547363281250000,  ,  , 36694, 62.0, 44940
Python3.7, 2to3, 25,908.768066406250000000, 681.673217773437500000,  ,  , 36639, 61.5, 45060
Python3.7, 2to3, 25,908.327270507812500000, 681.690368652343750000,  ,  , 36611, 60.0, 44928
Python3.7, 2to3, 25,908.241394042968750000, 681.124206542968750000,  ,  , 36614, 59.5, 44996
Python3.7, 2to3, 25,908.797119140625000000, 681.730102539062500000,  ,  , 36638, 60.2, 45060
Python3.8, 2to3, 25,888.853698730468750000, 667.428466796875000000,  ,  , 35782, 61.8, 43996
Python3.8, 2to3, 25,890.537841796875000000, 668.497924804687500000,  ,  , 35842, 61.5, 44124
Python3.8, 2to3, 25,889.754028320312500000, 667.851196289062500000,  ,  , 35817, 62.2, 43996
Python3.8, 2to3, 25,888.808044433593750000, 667.163208007812500000,  ,  , 35780, 60.0, 44120
Python3.8, 2to3, 25,890.713195800781250000, 668.666442871093750000,  ,  , 35855, 63.8, 44084
Python3.8, 2to3, 25,890.916992187500000000, 668.568237304687500000,  ,  , 35859, 61.8, 44124
Python3.8, 2to3, 25,889.453430175781250000, 667.509460449218750000,  ,  , 35803, 62.0, 43992
Python3.8, 2to3, 25,889.175537109375000000, 667.184387207031250000,  ,  , 35794, 60.2, 43996
Python3.8, 2to3, 25,890.295532226562500000, 668.363098144531250000,  ,  , 35838, 64.0, 44120
Python3.8, 2to3, 25,890.114929199218750000, 668.072875976562500000,  ,  , 35825, 61.8, 44124
Python3.10, 2to3, 50,892.868225097656250000, 691.837585449218750000,  ,  , 32378, 59.2, 43924
Python3.10, 2to3, 50,888.188110351562500000, 686.187988281250000000,  ,  , 32416, 57.2, 43800
Python3.10, 2to3, 50,883.131164550781250000, 682.560363769531250000,  ,  , 32416, 59.2, 43912
Python3.10, 2to3, 50,884.458374023437500000, 682.283569335937500000,  ,  , 32427, 60.8, 43916
Python3.10, 2to3, 50,880.990417480468750000, 680.453125000000000000,  ,  , 32363, 59.5, 44048
Python3.10, 2to3, 50,884.469970703125000000, 682.186279296875000000,  ,  , 32442, 57.0, 43920
Python3.10, 2to3, 50,880.094604492187500000, 679.554565429687500000,  ,  , 32358, 61.2, 43792
Python3.10, 2to3, 50,885.193054199218750000, 682.933532714843750000,  ,  , 32419, 57.2, 43920
Python3.10, 2to3, 50,879.514099121093750000, 678.919921875000000000,  ,  , 32364, 59.2, 43924
Python3.10, 2to3, 50,886.842468261718750000, 684.218994140625000000,  ,  , 32490, 57.0, 43796
Python3.7, 2to3, 50,956.354370117187500000, 738.117065429687500000,  ,  , 34998, 60.2, 45060
Python3.7, 2to3, 50,952.279663085937500000, 735.851623535156250000,  ,  , 34953, 60.0, 44804
Python3.7, 2to3, 50,956.604187011718750000, 738.247558593750000000,  ,  , 34990, 60.0, 45060
Python3.7, 2to3, 50,951.295166015625000000, 734.969482421875000000,  ,  , 34931, 57.2, 45056
Python3.7, 2to3, 50,957.239685058593750000, 738.997680664062500000,  ,  , 34979, 60.8, 45064
Python3.7, 2to3, 50,949.660034179687500000, 733.448913574218750000,  ,  , 34901, 58.2, 44804
Python3.7, 2to3, 50,956.699523925781250000, 738.248413085937500000,  ,  , 35017, 58.2, 45056
Python3.7, 2to3, 50,949.486938476562500000, 733.216003417968750000,  ,  , 34901, 59.2, 44932
Python3.7, 2to3, 50,955.903869628906250000, 737.825683593750000000,  ,  , 34961, 58.2, 45060
Python3.7, 2to3, 50,950.782653808593750000, 734.217529296875000000,  ,  , 34967, 58.2, 44932
Python3.8, 2to3, 50,929.849365234375000000, 718.449768066406250000,  ,  , 34144, 60.0, 43996
Python3.8, 2to3, 50,935.006835937500000000, 721.654785156250000000,  ,  , 34216, 63.0, 43996
Python3.8, 2to3, 50,932.915954589843750000, 721.362426757812500000,  ,  , 34146, 60.8, 43996
Python3.8, 2to3, 50,935.379760742187500000, 722.105773925781250000,  ,  , 34202, 58.0, 44124
Python3.8, 2to3, 50,934.545227050781250000, 722.917846679687500000,  ,  , 34159, 60.0, 43996
Python3.8, 2to3, 50,937.783447265625000000, 724.084350585937500000,  ,  , 34276, 59.5, 43996
Python3.8, 2to3, 50,932.917236328125000000, 720.952514648437500000,  ,  , 34205, 62.8, 44120
Python3.8, 2to3, 50,935.041198730468750000, 721.788513183593750000,  ,  , 34200, 60.0, 44120
Python3.8, 2to3, 50,932.541320800781250000, 721.143920898437500000,  ,  , 34118, 58.5, 43992
Python3.8, 2to3, 50,933.369018554687500000, 720.042785644531250000,  ,  , 34215, 58.5, 44124
